EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-03-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
19287,STRANDHEIM                                  ,NO  ,+62:04:59,+009:03:10,  532
19288,NEDRE ALVIK                                 ,NO  ,+60:25:55,+006:25:08,   18
19289,STUBDAL                                     ,NO  ,+60:07:23,+010:24:03,  442
19290,BARMSUND                                    ,NO  ,+61:59:53,+005:17:52,   16
19291,POLMAK II                                   ,NO  ,+70:04:09,+028:00:39,   21
19292,NORHEIM                                     ,NO  ,+59:22:32,+005:18:41,   43
19293,SKULLERUD VRA                               ,NO  ,+59:51:36,+010:51:16,  175
19294,KROKSTADELVA - LANGELOEKKA                  ,NO  ,+59:45:56,+010:00:43,  139
19295,BASURA                                      ,NO  ,+59:38:08,+006:05:13,  568
19296,BOERSELV                                    ,NO  ,+70:19:01,+025:32:49,   10
19297,MAGO I NORDMARKA                            ,NO  ,+60:07:40,+010:43:51,  389
19298,HAKLOA I NORDMARKA                          ,NO  ,+60:06:20,+010:40:01,  389
19299,GRIMSOSEN I HOEYANGER                       ,NO  ,+61:13:14,+006:02:24,  584
19300,OSLO - AMMERUD                              ,NO  ,+59:57:55,+010:52:24,  201
19301,FAVANG - TROMSNES                           ,NO  ,+61:27:24,+010:11:25,  187
19302,HAEGEBOSTAD - SKEIE                         ,NO  ,+58:27:41,+007:13:45,  185
19303,FOSSE I BERGSDAL                            ,NO  ,+60:34:50,+005:53:31,  405
19304,BORLO                                       ,NO  ,+61:04:27,+007:57:19,  502
19305,AURSET                                      ,NO  ,+63:29:49,+010:49:30,   65
19306,SANDEFJORD - GJEKSTAD                       ,NO  ,+59:07:51,+010:15:20,   10
19307,AUREDALEN                                   ,NO  ,+63:16:39,+008:36:21,  179
19308,MO I FOERDE                                 ,NO  ,+61:25:59,+005:58:59,   48
19309,BRYN                                        ,NO  ,+59:54:43,+010:48:48,   93
19310,FYRESDAL                                    ,NO  ,+59:10:08,+008:02:17,  303
19311,BRATTINGFOSS                                ,NO  ,+64:02:35,+011:05:07,  186
19312,STYRKESNES                                  ,NO  ,+67:31:59,+015:28:00,   54
19313,OEVRE LEIRFOSS                              ,NO  ,+63:22:21,+010:24:20,   70
19314,AUSTAD - EKRON                              ,NO  ,+58:57:28,+007:40:58,  207
19315,ESSANDSJOEEN                                ,NO  ,+63:03:00,+012:00:39,  732
19316,LOM                                         ,NO  ,+61:50:13,+008:34:12,  382
19317,VINJESVINGEN                                ,NO  ,+59:37:30,+007:48:15,  471
19318,OSFALLET VED RENA                           ,NO  ,+61:12:00,+011:30:00,  248
19319,BRUSDALSVANN                                ,NO  ,+62:27:59,+006:27:50,  188
19320,BAERUM - STOROEYA                           ,NO  ,+59:53:26,+010:36:29,    5
19321,KONGSFJORD                                  ,NO  ,+70:35:53,+029:03:24,  160
19322,GLOETVOLA                                   ,NO  ,+61:50:39,+011:51:01,  696
19323,UVDAL II                                    ,NO  ,+60:16:05,+008:46:46,  486
19324,LAUDAL KRAFTSTASJON                         ,NO  ,+58:14:44,+007:30:52,   45
19325,LYFJORD                                     ,NO  ,+69:46:57,+018:45:47,    8
19326,KJERRINGOEY II                              ,NO  ,+67:32:25,+014:51:38,   12
19327,SANDAMO                                     ,NO  ,+64:55:14,+013:10:54,  216
19328,POLMAK TOLLSTED                             ,NO  ,+70:04:23,+028:00:03,   18
19329,RANA                                        ,NO  ,+62:14:13,+008:10:01,  711
19330,GAULAR                                      ,NO  ,+61:19:41,+005:47:53,   79
19331,PORSGRUNN - KJOELNES                        ,NO  ,+59:08:26,+009:39:59,    4
19332,HELLELAND                                   ,NO  ,+58:32:09,+006:09:45,   94
19333,OSTEROEY - GJERSTAD                         ,NO  ,+60:30:00,+005:33:00,   60
19334,FJERGEN                                     ,NO  ,+63:26:08,+011:54:57,  516
19335,FAUSKE - SVENNING                           ,NO  ,+67:17:08,+015:27:07,   48
19336,LOM - AUKRUST                               ,NO  ,+61:49:05,+008:29:16,  495
19337,NERSKOGEN                                   ,NO  ,+62:47:20,+009:38:07,  745
19338,FLUGEKVAM                                   ,NO  ,+61:29:31,+006:03:45,  260
19339,BASSEVUOVDDE                                ,NO  ,+68:54:36,+025:38:56,  210
19340,NY - SANDBU                                 ,NO  ,+61:42:56,+009:32:33,  284
19341,DREVVASSBYGDA                               ,NO  ,+66:04:17,+013:26:07,  100
19342,STORSTILLA                                  ,NO  ,+67:00:48,+015:58:31,  564
19343,BRANDBU                                     ,NO  ,+60:27:19,+010:21:51,  516
19344,SOLBERGELVA - OLLEVEIEN                     ,NO  ,+59:45:56,+010:03:29,   54
19345,STAVANGER - MADLA                           ,NO  ,+58:56:53,+005:40:10,   15
19346,KRUTA FJELLSTUE                             ,NO  ,+65:41:43,+014:28:32,  598
19347,LI I ULLENSAKER                             ,NO  ,+60:10:59,+011:10:59,  216
19348,VAULDALEN                                   ,NO  ,+62:38:20,+012:01:42,  830
19349,ULLANDHAUG                                  ,NO  ,+58:56:00,+005:41:24,   30
19350,SKJOLD II                                   ,NO  ,+59:30:18,+005:35:22,   20
19351,BUGOEYNES                                   ,NO  ,+69:58:00,+029:37:59,   40
19352,MOESVATN                                    ,NO  ,+59:49:32,+008:19:09,  920
19353,HAUKELAND - STOREVATN                       ,NO  ,+60:50:04,+005:34:59,  325
19354,STEINKJER II                                ,NO  ,+64:01:23,+011:30:15,    7
19355,HELLIGSKOGEN MILITAERLEIR                   ,NO  ,+69:12:29,+020:42:00,  330
19356,DRAMMEN - BRAGERNES SKOLE                   ,NO  ,+59:44:54,+010:13:32,   65
19357,PORSGRUNN                                   ,NO  ,+59:08:07,+009:38:18,   10
19358,MANDALEN I ROMSDAL                          ,NO  ,+62:30:00,+007:21:00,  200
19359,BUSNESGREND I GRANSHERAD                    ,NO  ,+59:48:55,+008:58:24,  440
19360,BOERTVEIT PA STORD                          ,NO  ,+59:53:29,+005:31:44,    4
19361,SANDVIKA                                    ,NO  ,+59:53:21,+010:31:42,    2
19362,GJOEMMERVATNET                              ,NO  ,+67:04:30,+014:53:04,  404
19363,MODUM - S. KOPLAND                          ,NO  ,+59:55:01,+009:51:38,   80
19364,SKJERDINGSTAD                               ,NO  ,+63:14:48,+010:16:17,   38
19365,OSLO - OESTENSJOE                           ,NO  ,+59:53:44,+010:50:12,  123
19366,TISLEIDAMMEN                                ,NO  ,+60:50:39,+009:01:00,  835
19367,MADLAND                                     ,NO  ,+58:46:59,+006:05:08,  297
19368,FURUSMO                                     ,NO  ,+60:09:50,+011:06:46,  200
19369,GRYTA                                       ,NO  ,+61:29:31,+005:27:38,   34
19370,BREKKEBYGD                                  ,NO  ,+62:38:30,+011:52:54,  712
19371,HASLER                                      ,NO  ,+60:15:00,+011:13:00,  203
19372,FARSJOE                                     ,NO  ,+58:58:00,+009:18:48,   48
19373,STOKKE - SOLLI                              ,NO  ,+59:16:31,+010:12:07,   90
19374,OSLO - BROBEKK                              ,NO  ,+59:55:55,+010:49:53,  155
19375,EGGEDAL II                                  ,NO  ,+60:14:36,+009:21:07,  271
19376,ASKER BATTERI                               ,NO  ,+59:52:24,+010:23:07,  373
19377,VESTNES VEGSTASJON                          ,NO  ,+62:34:31,+007:06:57,   16
19378,BIDJOVAGGE                                  ,NO  ,+69:16:27,+022:29:40,  701
19379,OLDERFJORD                                  ,NO  ,+70:28:18,+025:04:36,   50
19380,DALE I HOEYANGER                            ,NO  ,+61:13:59,+006:07:00,   55
19381,GUDMUNDHUS                                  ,NO  ,+63:48:02,+011:30:23,   25
19382,NATTVATN                                    ,NO  ,+69:38:18,+025:17:20,  282
19383,RENNEBU                                     ,NO  ,+62:52:00,+009:49:59,  360
19384,MALSELV - GRUNDNES                          ,NO  ,+69:16:13,+018:32:11,    3
19385,FANNEFJORDEN                                ,NO  ,+62:48:48,+007:42:25,  123
19386,HALSA I HELGELAND                           ,NO  ,+66:44:34,+013:34:17,   40
19387,NAMSVATN                                    ,NO  ,+64:59:08,+013:35:09,  498
19388,VAL LANDBRUKSSKOLE                          ,NO  ,+64:47:12,+011:25:14,   22
19389,SKUDENES UNGDOMSSKOLE                       ,NO  ,+59:09:12,+005:15:11,   16
19390,HAKVIKA                                     ,NO  ,+68:24:24,+017:19:31,   47
19391,SAUSVATNET - FLATMO                         ,NO  ,+65:19:00,+012:40:00,   25
19392,HAUGESUND                                   ,NO  ,+59:25:37,+005:18:42,   82
19393,ROVE                                        ,NO  ,+59:29:29,+010:17:45,   78
19394,DALE I SUNNFJORD II                         ,NO  ,+61:21:11,+005:24:07,   51
19395,VINTERTUN                                   ,NO  ,+59:54:37,+006:30:34,  395
19396,BERGER BRUK                                 ,NO  ,+60:16:26,+011:07:09,  190
19397,SKAGEN                                      ,NO  ,+61:30:19,+007:42:02,   38
19398,OSLO - NYLAND                               ,NO  ,+59:56:42,+010:51:50,  120
19399,FOLLAVATN                                   ,NO  ,+64:02:49,+011:06:11,  196
19400,OELEN - DOERHEIM                            ,NO  ,+59:36:14,+005:50:30,   69
19401,HOLLAS                                      ,NO  ,+64:00:39,+011:51:56,  135
19402,HELLIGSKOGEN                                ,NO  ,+69:09:34,+020:45:10,  475
19403,FAGERSTRAND                                 ,NO  ,+59:44:16,+010:35:18,   32
19404,KRISTIANSAND - KVADRATUREN                  ,NO  ,+58:08:44,+007:59:48,   25
19405,ROLLAG                                      ,NO  ,+59:58:48,+009:18:00,  220
19406,OEVRE KARINGSVANN                           ,NO  ,+68:27:00,+015:57:00,  137
19407,VAGAMO - PARALELLMALING                     ,NO  ,+61:52:24,+009:05:34,  371
19408,HANNASMYRAN                                 ,NO  ,+58:31:03,+007:44:09,  190
19409,HOELONDA                                    ,NO  ,+63:06:56,+010:01:06,  360
19410,VATS                                        ,NO  ,+60:41:03,+008:18:15,  800
19411,UMBUKTA FJELLSTUE                           ,NO  ,+66:10:00,+014:36:00,  532
19412,KRAPPETO                                    ,NO  ,+59:08:49,+011:36:24,  105
19413,TANDSETER                                   ,NO  ,+62:11:42,+008:28:42,  617
19414,SJUSJOEEN - STORASEN                        ,NO  ,+61:09:50,+010:42:32,  930
19415,STAVERN                                     ,NO  ,+58:59:42,+010:02:02,   16
19416,SOER-BRAUT                                  ,NO  ,+58:45:37,+005:38:00,   55
19417,REISADALEN - BJOERKLI                       ,NO  ,+69:30:11,+021:27:41,   98
19418,SKREADALEN II                               ,NO  ,+58:49:14,+006:42:51,  474
19419,JOTKAJAVRE                                  ,NO  ,+69:45:15,+023:56:03,  389
19420,RAHEIMSDALEN                                ,NO  ,+61:21:25,+006:10:42,  179
19421,FINSTAD                                     ,NO  ,+62:06:16,+011:03:01,  513
19422,VEGGLI - S BJOERKGARD                       ,NO  ,+60:02:34,+009:10:05,  220
19423,BJOERNOEYA RADIOSONDESTASJON                ,SJ  ,+74:31:00,+019:01:00,   18
19424,DRANGEDAL                                   ,NO  ,+59:05:57,+009:04:04,   82
19425,BLEKTJERN VED DRAMMEN                       ,NO  ,+59:43:30,+010:11:13,  214
19426,LEBESBY II                                  ,NO  ,+70:34:23,+027:00:07,    8
19427,KJOENSLETTEN                                ,NO  ,+62:14:21,+008:14:25,  575
19428,NANNESTAD PRESTEGARD                        ,NO  ,+60:12:59,+011:00:25,  199
19429,ETNEDAL - OEYEN S.                          ,NO  ,+60:59:48,+009:33:57,  486
19430,TROLLFJORD                                  ,NO  ,+68:21:43,+014:55:51,   21
19431,FALLMOEN                                    ,NO  ,+65:40:08,+013:15:57,   70
19432,SANDBAKKEN                                  ,NO  ,+60:13:00,+011:10:59,  198
19433,HVEEM FORSOEKSGARD                          ,NO  ,+60:40:59,+010:54:00,  250
19434,HAGA I EIDSBERG                             ,NO  ,+59:32:30,+011:17:51,   99
19435,BRANDAL                                     ,NO  ,+62:24:05,+006:00:29,   17
19436,OEVEROEYEN                                  ,NO  ,+62:59:27,+009:43:50,  157
19437,LILLEVAJE                                   ,NO  ,+58:34:03,+008:49:19,   51
19438,SELSVERKET                                  ,NO  ,+61:48:00,+009:33:00,  298
19439,HERSTAD I FJALER                            ,NO  ,+61:18:42,+005:30:43,  238
19440,ISKORASJOHKA                                ,NO  ,+69:14:53,+025:41:39,  153
19441,HALTDALEN II                                ,NO  ,+62:54:34,+011:10:19,  290
19442,PORSGRUNN - KLEVSTRAND                      ,NO  ,+59:07:14,+009:38:57,    5
19443,SOLHEIM I GLOPPEN                           ,NO  ,+61:37:53,+005:43:10,  177
19444,LOEFTEN                                     ,NO  ,+63:11:34,+009:48:00,  160
19445,ROESSVATN                                   ,NO  ,+65:54:19,+014:16:27,  381
19446,OEVRE MAR                                   ,NO  ,+60:05:13,+008:17:04, 1110
19447,EGGEDAL                                     ,NO  ,+60:15:42,+009:16:51,  463
19448,STROMPDAL I VELFJORD                        ,NO  ,+65:26:29,+012:49:19,  145
19449,SKALLELV                                    ,NO  ,+70:11:18,+030:20:18,   16
19450,GAUSDAL - SKOGLI                            ,NO  ,+61:16:17,+010:12:15,  647
19451,KLUKSDAL                                    ,NO  ,+63:17:08,+011:54:15,  521
19452,LANGANGEN                                   ,NO  ,+59:05:15,+009:48:06,    5
19453,KAMFOSS                                     ,NO  ,+61:30:47,+009:24:10,  642
19454,FOSSEBAKKEN                                 ,NO  ,+61:10:46,+008:04:36,  945
19455,SIMADAL                                     ,NO  ,+60:29:53,+007:08:29,    3
19456,SENNESET                                    ,NO  ,+61:17:31,+005:50:00,  138
19457,MOESVASSDAMMEN                              ,NO  ,+59:49:42,+008:19:23,  895
19458,TYSSEDAL I                                  ,NO  ,+60:07:10,+006:33:38,   32
19459,SOLA RADIOSONDESTASJON                      ,NO  ,+58:52:21,+005:39:51,   33
19460,HEMNE - LENES                               ,NO  ,+63:15:41,+009:00:41,   45
19461,VIVELIEN I EIDFJORD                         ,NO  ,+60:21:00,+007:09:00,  876
19462,HUNNALVATNET                                ,NO  ,+65:51:14,+012:55:19,  191
19463,KARMOEY - STORASUND                         ,NO  ,+59:23:39,+005:15:50,   31
19464,SOGNSVANNET                                 ,NO  ,+59:58:00,+010:43:59,  195
19465,SYLSJOE                                     ,NO  ,+62:55:49,+012:08:31,  839
19466,OSLO - TOEYEN                               ,NO  ,+59:54:52,+010:46:28,   19
19467,EIDFJORD II                                 ,NO  ,+60:27:52,+007:04:09,   20
19468,OERSJOESETRA                                ,NO  ,+61:25:08,+012:22:42,  664
19469,EKSET I VOLDA                               ,NO  ,+62:10:01,+006:02:12,   58
19470,HAUGFOSS                                    ,NO  ,+59:54:45,+009:53:00,   89
19471,OESTMARKA                                   ,NO  ,+59:52:00,+010:52:00,  165
19472,DRAMMEN                                     ,NO  ,+59:44:45,+010:12:54,   61
19473,HOEYANGER VERK                              ,NO  ,+61:13:12,+006:04:13,   15
19474,RAMNES                                      ,NO  ,+59:21:24,+010:14:48,   44
19475,BJELLAND                                    ,NO  ,+58:21:00,+007:31:59,   80
19476,SOEMNA - STEIN                              ,NO  ,+65:17:47,+012:09:51,   19
19477,ASEN                                        ,NO  ,+63:36:33,+011:03:06,   71
19478,SKJERVOEY - KOBBEPOLLEN                     ,NO  ,+69:58:55,+020:55:49,    5
19479,BERLEVAG II                                 ,NO  ,+70:52:05,+029:01:05,   22
19480,ALFOTEN                                     ,NO  ,+61:50:12,+005:40:14,   20
19481,SETTEN                                      ,NO  ,+59:47:02,+011:40:18,  174
19482,TYSSE                                       ,NO  ,+60:22:08,+005:44:49,   41
19483,HERDLA                                      ,NO  ,+60:34:14,+004:57:09,   24
19484,SNASA - NAGELHUS                            ,NO  ,+64:14:56,+012:26:21,  107
19485,HELGALAND I HJELMELAND                      ,NO  ,+59:12:45,+006:24:02,  325
19486,GJEVDELI                                    ,NO  ,+58:57:33,+008:10:37,  482
19487,KINSARVIK                                   ,NO  ,+60:22:21,+006:44:17,  108
19488,KVINESDAL - AUSTRE FOERLAND                 ,NO  ,+58:15:55,+007:01:31,  249
19489,SANDEFJORD - SVERDSTAD                      ,NO  ,+59:08:34,+010:13:55,   43
19490,JORGASTAK                                   ,NO  ,+69:09:42,+025:43:00,  163
19491,HENSFOSS KRAFTSTASJON                       ,NO  ,+60:12:29,+010:14:25,  134
19492,VALLERUDASEN                                ,NO  ,+59:54:50,+010:56:33,  227
19493,GULSVIK IV                                  ,NO  ,+60:23:22,+009:34:23,  149
19494,ROEYRVIKFOSS                                ,NO  ,+64:53:17,+013:34:24,  419
19495,BOLKESJOE                                   ,NO  ,+59:43:59,+009:16:00,  401
19496,BLOMVAG - SELE                              ,NO  ,+60:31:53,+004:53:35,   30
19497,ARENDAL BRANNSTASJON II                     ,NO  ,+58:27:41,+008:43:22,   50
19498,NEROL                                       ,NO  ,+60:37:00,+008:16:59,  540
19499,DRAMMEN - AUSTAD                            ,NO  ,+59:43:15,+010:13:00,  100
19500,SAGSTUA VED ARNES                           ,NO  ,+60:06:05,+011:34:45,  191
19501,TINGVOLL - HAFSTAD                          ,NO  ,+62:49:59,+008:21:00,  201
19502,EIDSVOLL MEIERI                             ,NO  ,+60:19:59,+011:15:00,  128
19503,BORREDALSVANNET                             ,NO  ,+59:15:00,+010:58:00,   51
19504,GROVFJORD                                   ,NO  ,+68:39:23,+017:12:34,   11
19505,MAMYR I AFJORD                              ,NO  ,+64:05:11,+010:29:39,  250
19506,PORT                                        ,NO  ,+69:45:37,+026:10:30,  115
19508,VEGARSHEI - SPILLING                        ,NO  ,+58:45:42,+008:52:00,  170
19509,SKAJA                                       ,NO  ,+58:24:00,+007:55:00,  140
19510,VESTRE JAKOBSELV                            ,NO  ,+70:06:30,+029:20:17,   11
19511,MYRDAL II                                   ,NO  ,+60:43:58,+007:07:14,  870
19512,HEFTYELOEKKEN                               ,NO  ,+59:55:59,+010:46:00,   90
19513,NEDRE SMEDDALSVATN                          ,NO  ,+61:08:20,+008:00:19,  914
19514,KLEPP - ENGELSVOLL                          ,NO  ,+58:46:50,+005:41:13,   27
19515,BOLGVATNET                                  ,NO  ,+63:04:00,+007:46:00,   69
19516,DRAMMEN - DANVIK                            ,NO  ,+59:43:58,+010:11:49,   25
19517,TOEMMERNESET                                ,NO  ,+67:53:30,+015:51:32,   70
19518,INNVIK - HEGGDAL                            ,NO  ,+61:50:17,+006:36:00,   70
19519,SKAIDI II                                   ,NO  ,+70:26:29,+024:27:57,   90
19520,LYKKJA I HEMSEDAL                           ,NO  ,+60:52:59,+008:49:59,  861
19521,EGGUM                                       ,NO  ,+68:18:32,+013:40:17,    7
19522,FJELLANGER II                               ,NO  ,+60:47:57,+006:03:46,  456
19523,LANGEVATN I GJESDAL                         ,NO  ,+58:45:00,+005:54:00,  155
19524,SKEDSMO - BRANAS                            ,NO  ,+59:59:21,+011:01:24,  177
19525,STONGFJORDEN                                ,NO  ,+61:25:59,+005:10:00,    3
19526,OERSTAVIK                                   ,NO  ,+62:12:11,+006:06:50,    6
19527,OVERHALLA                                   ,NO  ,+64:29:13,+011:55:08,   27
19528,ONSOEY - EVJA                               ,NO  ,+59:15:52,+010:45:00,    3
19529,SLUTEBRUI                                   ,NO  ,+61:10:00,+008:01:00,  932
19530,TESSUNGDALEN - BAKKHUS                      ,NO  ,+60:07:45,+008:42:11,  762
19531,NORDMORK                                    ,NO  ,+59:39:16,+006:55:45,  219
19532,VRADAL - HOLTE                              ,NO  ,+59:19:06,+008:25:54,  257
19533,SKAUN                                       ,NO  ,+63:15:00,+010:03:00,  127
19534,OSLO - SOLLI PLASS                          ,NO  ,+59:54:51,+010:43:13,   25
19535,HELLANDSBYGD                                ,NO  ,+59:41:11,+006:31:12,  255
19536,OEYSTESE                                    ,NO  ,+60:22:00,+006:12:00,   20
19537,DRAMMEN - OEREN SKOLE                       ,NO  ,+59:45:07,+010:10:14,   25
19538,GRIMSRUD I BEGNADALEN                       ,NO  ,+60:39:56,+009:44:57,  172
19539,OSLO - LOEREN                               ,NO  ,+59:55:42,+010:47:25,   88
19540,TUFSINGDAL                                  ,NO  ,+62:14:52,+011:45:42,  670
19541,KATNOSA I NORDMARKA                         ,NO  ,+60:09:00,+010:36:00,  464
19542,HURUM RADAR                                 ,NO  ,+59:37:37,+010:33:51,  363
19543,BEIARN - NAUSTVOLD                          ,NO  ,+67:01:33,+014:34:32,   15
19544,BERGSDAL II                                 ,NO  ,+60:32:26,+006:02:35,  547
19545,BALVATN                                     ,NO  ,+66:59:08,+015:56:39,  596
19546,KVARME                                      ,NO  ,+63:34:59,+010:46:00,   25
19547,VETTI                                       ,NO  ,+61:00:12,+007:00:33,  329
19548,JONSTAD                                     ,NO  ,+61:31:12,+005:44:00,    7
19549,HOEYANGSHALAND                              ,NO  ,+61:13:53,+006:04:59,  243
19550,GJERSTAD - ASBOE                            ,NO  ,+58:53:15,+008:58:00,  243
19551,ALNSJOEEN VED OSLO                          ,NO  ,+59:57:57,+010:51:50,  236
19552,FYRESDAL - LAUVDAL                          ,NO  ,+59:11:04,+008:06:51,  499
19553,KJERRINGOEY - STRANDA                       ,NO  ,+67:32:35,+014:52:41,   22
19554,FYGLE                                       ,NO  ,+68:08:49,+013:38:26,   10
19555,FIPLINGDAL                                  ,NO  ,+65:24:47,+013:38:38,  381
19556,ADAMSELV KRAFTVERK                          ,NO  ,+70:24:07,+026:41:39,   19
19557,GUDDAL                                      ,NO  ,+61:14:48,+005:31:37,   71
19558,SOERFJORDVATN                               ,NO  ,+68:03:29,+016:39:14,   61
19559,GROENDALEN                                  ,NO  ,+61:41:34,+005:34:30,  105
19560,MOESVATN - FOERNES                          ,NO  ,+59:52:01,+008:05:03,  960
19561,ASLESTAD                                    ,NO  ,+59:19:27,+007:54:42,  643
19562,DAVIK                                       ,NO  ,+61:53:21,+005:33:16,   32
19563,MELVAER                                     ,NO  ,+61:18:02,+004:39:52,    5
19564,RINBOE                                      ,NO  ,+68:22:27,+015:45:25,    6
19565,LISET                                       ,NO  ,+60:25:21,+007:16:26,  748
19566,SOENDRE HOELAND                             ,NO  ,+59:40:55,+011:32:47,  146
19567,SANDAR                                      ,NO  ,+59:09:19,+010:11:26,   68
19568,MOSJOEEN - NYRUD                            ,NO  ,+65:49:55,+013:13:04,    5
19569,OGGEVATN                                    ,NO  ,+58:27:00,+008:07:00,  203
19570,VIKSDALEN I GAULAR                          ,NO  ,+61:19:33,+006:11:53,  243
19571,SKIEN - ELSTROEM                            ,NO  ,+59:11:57,+009:35:21,   13
19572,KJELMOEN                                    ,NO  ,+64:42:57,+012:47:31,  116
19573,FREDRIKSTAD BRANNSTASJON                    ,NO  ,+59:12:38,+010:56:42,   10
19574,RENNEBU - RAMSTAD                           ,NO  ,+62:51:50,+009:50:07,  223
19575,STUGUDAL                                    ,NO  ,+62:53:57,+011:52:27,  615
19576,KJOEPSVIK                                   ,NO  ,+68:05:59,+016:22:00,   38
19577,VOLA I TRYSIL                               ,NO  ,+61:25:00,+012:01:59,  585
19578,OTTA                                        ,NO  ,+61:45:46,+009:32:30,  285
19579,GALTERUD                                    ,NO  ,+60:10:54,+011:52:50,  200
19580,OSLAND VED STONGFJORDEN                     ,NO  ,+61:25:58,+005:13:18,  119
19581,LANABUKT                                    ,NO  ,+69:44:36,+030:28:42,   15
19582,JOSTEDAL                                    ,NO  ,+61:40:18,+007:19:33,  370
19583,FYRESDAL - ALANDSLI                         ,NO  ,+59:09:42,+008:02:22,  295
19584,KVAENANGSBOTN KRAFTSTASJON                  ,NO  ,+69:43:15,+022:03:23,   12
19585,LANGELANDSVATNET                            ,NO  ,+61:23:57,+005:48:51,  333
19586,SELVA                                       ,NO  ,+63:36:55,+009:42:36,   13
19587,NORD TORPA - STAUM                          ,NO  ,+61:00:11,+009:58:55,  526
19588,OEVRE KROSSDALEN                            ,NO  ,+60:16:45,+006:23:08,  342
19589,OSLO - FURUSET                              ,NO  ,+59:56:30,+010:53:49,  160
19590,MOLANDSVATNET                               ,NO  ,+58:33:00,+008:49:00,   42
19591,ELVESTAD                                    ,NO  ,+63:55:35,+011:33:41,   70
19592,VATS - RANDEN                               ,NO  ,+60:40:42,+008:16:41,  863
19593,OLDEREID KRAFTSTASJON                       ,NO  ,+67:07:47,+014:57:23,   11
19594,OEYGARDSGREND                               ,NO  ,+60:19:00,+008:55:59,  737
19595,GROENFJELLDAL                               ,NO  ,+66:18:20,+014:49:59,  320
19596,AKREHAMN AMFI                               ,NO  ,+59:15:51,+005:11:34,   18
19597,SULITJELMA - FURULUND                       ,NO  ,+67:08:34,+016:01:14,  169
19598,LOETEN                                      ,NO  ,+60:46:19,+011:28:48,  349
19599,STORENG                                     ,NO  ,+70:00:26,+022:01:36,   33
19600,GJOENNES                                    ,NO  ,+59:55:00,+010:34:59,   58
19601,FJALESTAD                                   ,NO  ,+59:09:38,+008:23:42,  344
19602,VAGSLI I VINJE                              ,NO  ,+59:46:05,+007:22:01,  821
19603,BOERSELV II                                 ,NO  ,+70:18:46,+025:33:51,   23
19604,ROERVIK II                                  ,NO  ,+64:51:32,+011:13:24,   28
19605,STOEREN - VOLDOEIEN                         ,NO  ,+63:02:47,+010:17:26,   63
19606,KALDHUSSETER                                ,NO  ,+62:09:20,+007:26:13,  580
19607,HOMME                                       ,NO  ,+59:14:17,+007:32:48,  364
19608,ALESUND                                     ,NO  ,+62:28:32,+006:09:02,    6
19609,TRANOEYBOTN II                              ,NO  ,+69:12:14,+017:31:55,   13
19610,OSA KRAFTVERK                               ,NO  ,+61:13:49,+011:30:37,  303
19611,KATTERAS                                    ,NO  ,+58:50:38,+008:39:39,  227
19612,BAERUM - HAMANGSKOGEN                       ,NO  ,+59:53:34,+010:30:55,   19
19613,MELDALEN                                    ,NO  ,+60:23:33,+012:21:21,  293
19614,BREVIK                                      ,NO  ,+59:03:12,+009:42:05,    3
19615,VINJE                                       ,NO  ,+59:37:59,+007:49:00,  473
19616,TRAENSTAVEN                                 ,NO  ,+66:30:19,+012:03:37,    8
19617,EIMHJELLEN                                  ,NO  ,+61:38:29,+005:48:59,  170
19618,VESTERELV                                   ,NO  ,+70:09:19,+028:34:42,   14
19619,SINDRE                                      ,NO  ,+61:55:26,+006:32:30,  118
19620,OEKSNEVANN                                  ,NO  ,+59:36:24,+009:55:54,  416
19621,HAUKELAND                                   ,NO  ,+60:49:28,+005:34:23,  196
19622,DALEN I TELEMARK I                          ,NO  ,+59:26:44,+007:57:45,  102
19623,ALEN                                        ,NO  ,+62:51:07,+011:12:20,  397
19624,NADDERUD                                    ,NO  ,+59:55:28,+010:35:16,   71
19625,KARMSUND DYREHOSPITAL                       ,NO  ,+59:23:02,+005:19:01,   45
19626,POLMAK                                      ,NO  ,+70:04:51,+027:58:45,   30
19627,FOSSUM I MODUM                              ,NO  ,+59:54:45,+009:52:32,  116
19628,LIMINGEN                                    ,NO  ,+64:52:59,+013:33:00,  426
19629,TYSSEDAL IV                                 ,NO  ,+60:10:17,+006:40:58, 1088
19630,KRISTIANSAND - HOLDALSNUTEN                 ,NO  ,+58:10:18,+008:01:08,  124
19631,SKOGANVARRE II                              ,NO  ,+69:50:13,+025:05:13,   74
19632,NORDRE LOESSET                              ,NO  ,+61:23:24,+011:22:14,  256
